customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1106-HRLKZ,1,0,Yes,Yes,0.3106496014024181,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,-1.5009913010689746,-0.650285065238546,No
2483-XSSMZ,0,0,No,No,0.26992923768238775,Yes,No,DSL,Yes,No,No,No,No,No,1,Yes,2,-0.562075995975115,-0.17461271296204642,No
8603-IJWDN,1,0,No,No,-1.2774445836787656,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0,Yes,2,0.7258166791536301,-0.9691879597273201,Yes
8165-ZJRNM,0,0,Yes,Yes,1.6137012404433893,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,0,-1.3630621500551865,-0.2660652423361027,No
9369-XFEHK,0,1,Yes,No,0.025607055362205634,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0,Yes,0,0.5264010391336954,0.16537083939595842,Yes
2604-XVDAM,0,0,No,No,-0.8295205827584317,Yes,No,DSL,No,No,No,No,No,No,0,No,0,-0.6966815529885713,-0.7686016371538107,No
3717-OFRTN,1,0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,-1.4960059100684764,-0.9987008807442433,No
9046-JBFWA,1,0,No,Yes,-0.21871512695797646,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,3,-1.51594747407047,-0.7701909642392397,No
3280-NMUVX,1,0,Yes,Yes,0.06632741908223598,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,-1.5009913010689746,-0.7077436541742613,No
1206-EHBDD,0,0,Yes,No,0.9621754209229036,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,2,No,0,0.5164302571326987,0.9852649495916066,No
8361-LBRDI,0,0,No,No,1.0436161483629645,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,1,-1.343120586053193,-0.3788191694523661,No
4883-KCPZJ,0,0,Yes,Yes,-0.4223169455581282,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,1,-1.3132082400502028,-0.7622222548247973,No
9108-EQPNQ,0,0,Yes,Yes,-0.9109613101984924,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,1,-1.2849576910473786,-0.9078443490272228,No
7277-KAMWT,1,0,No,No,-0.7888002190384014,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,1,-1.4876969250676457,-0.8889048679258615,No
3842-IYKUE,0,0,No,No,0.10704778280226633,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,0,No,1,0.682609957149311,0.2805970530895557,Yes
6641-XRPSU,0,0,No,No,0.06632741908223598,Yes,No,Fiber optic,No,No,No,No,No,No,0,Yes,1,0.17410007509847744,0.059239108468982185,Yes
1374-DMZUI,0,1,No,No,-1.1552834925186746,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,Yes,2,0.9817334171792131,-0.8200340275572746,Yes
2545-LXYVJ,1,0,Yes,No,1.6137012404433893,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,0,-1.46443176706532,-0.34868817679110936,No
3234-VKACU,1,0,No,No,-1.2367242199587352,Yes,No,DSL,No,No,No,Yes,Yes,Yes,0,No,2,0.18407085709947407,-0.9489681873626964,No
8357-EQXFO,0,0,No,No,-1.0331224013585834,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0,Yes,2,1.0166311541827018,-0.7156461416268107,Yes
1989-PRJHP,1,1,Yes,No,-0.21871512695797646,Yes,Yes,Fiber optic,No,No,No,No,No,No,0,Yes,2,0.356897745116751,-0.1712795408801052,Yes
8120-JDCAM,1,0,Yes,Yes,-1.1552834925186746,Yes,No,Fiber optic,No,No,No,No,No,No,0,Yes,3,0.15914390209698223,-0.8816425261049432,No
8917-FAEMR,0,0,No,No,0.18848851024232702,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,-1.4926823160681442,-0.6611896149635723,No
7047-YXDMZ,1,0,No,No,-0.46303730927815856,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,3,-1.4876969250676457,-0.8230140158424538,No
2858-EIMXH,0,1,Yes,No,0.8400143297628127,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,Yes,1,1.0332491241843629,1.2071526699073232,No
9524-EGPJC,0,0,No,No,-0.5851984004382496,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,0,Yes,2,0.8421424691652587,-0.2954236454419426,Yes
6993-OHLXR,0,0,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,No,No,0,No,2,0.13920233809498894,-0.9545529061489952,Yes
8818-XYFCQ,1,0,Yes,Yes,-0.015113308357824713,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0,Yes,1,1.156222102196656,0.4073679621398104,Yes
6419-ZTTLE,1,1,Yes,No,-0.38159658183809786,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,-1.462769970065154,-0.7932141329906615,No
0929-HYQEW,1,0,No,No,-1.1960038562387048,Yes,No,DSL,Yes,No,No,No,No,No,0,Yes,3,-0.4856333339674735,-0.9364080885903484,No
6614-YOLAC,0,0,Yes,Yes,1.5729808767233588,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,2,No,3,-0.20312784393923258,0.8226238111827131,No
7426-RHZGU,1,0,No,No,-0.9516816739185228,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,0,Yes,0,1.0349109211845293,-0.6421176899384251,No
4065-JJAVA,0,0,No,No,-1.2774445836787656,Yes,No,DSL,No,Yes,No,No,No,No,0,No,2,-0.5072366949696331,-0.9855668583021571,No
4695-VADHF,1,0,Yes,Yes,-0.5851984004382496,Yes,No,DSL,No,No,Yes,No,No,Yes,0,No,2,-0.24301097194321938,-0.56997989944979,Yes
3863-IUBJR,1,0,Yes,Yes,-0.8295205827584317,Yes,No,DSL,No,No,No,No,No,Yes,1,No,1,-0.3693075439558449,-0.6999956846327954,Yes
7649-SIJJF,1,0,Yes,No,1.5729808767233588,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2,Yes,3,0.5097830691320341,1.458420867316177,No
9361-YNQWJ,0,0,No,No,1.2879383306831464,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,0,-1.341458789053027,-0.30052273650769373,No
3748-FVMZZ,1,0,No,No,-1.1552834925186746,No,No phone service,DSL,No,No,No,Yes,No,Yes,0,Yes,2,-0.8213163280010305,-0.9357017209968245,No
9391-TTOYH,0,0,No,No,-0.38159658183809786,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,3,-1.504314895069307,-0.7998363291799486,No
1452-XRSJV,0,0,Yes,Yes,0.26992923768238775,Yes,No,DSL,Yes,No,No,No,No,No,0,No,1,-0.45572098796448335,-0.09532295058898103,No
3422-WJOYD,1,0,Yes,No,-0.1779947632379461,Yes,No,DSL,Yes,No,No,Yes,No,No,1,No,3,-0.34604238595351905,-0.3776713221128896,No
8242-SOQUO,0,1,No,No,-1.1145631287986442,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,0,Yes,2,0.6626683931473177,-0.8341393054404563,No
7460-ITWWP,0,1,Yes,No,0.5142514200025698,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,0,Yes,2,0.7091987091519689,0.6973318592813992,No
7147-AYBAA,1,0,No,No,0.18848851024232702,Yes,No,Fiber optic,No,No,No,No,No,No,0,Yes,3,0.1857326540996401,0.11963353771528153,No
7868-TMWMZ,0,1,Yes,No,1.125056875803025,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,0,1.503537675231376,1.9365213581954157,No
4822-RVYBB,1,1,No,No,-0.9924020376385531,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,Yes,2,1.1911198392001445,-0.6456716018933426,Yes
6732-FZUGP,0,0,No,No,0.5956921474426305,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,1,No,1,1.001674981181207,1.0301192917803788,No
8436-BJUMM,1,0,Yes,Yes,-0.2594354906780068,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0,Yes,2,0.6310942501441613,-0.09329214375759967,Yes
4184-TJFAN,0,1,Yes,Yes,-1.1960038562387048,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,0,Yes,3,0.7823177771592784,-0.8865650252723134,Yes
8329-GWVPJ,0,0,Yes,Yes,0.7178532386027215,Yes,No,Fiber optic,No,No,No,No,No,No,0,Yes,0,0.1657910900976468,0.5632323864483333,No
1352-VHKAJ,1,0,Yes,Yes,-0.21871512695797646,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,0,No,0,0.22727757910379318,-0.14340009492320616,No
4145-UQXUQ,0,1,No,No,-0.9924020376385531,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0,Yes,2,0.9086143491719036,-0.6851619651687919,Yes
2632-TACXW,0,0,Yes,No,1.2064976032430856,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,0,-1.3663857440555187,-0.3819536756486287,No
8146-QQKZH,0,0,Yes,No,1.5729808767233588,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,2,No,0,0.5679459641378485,1.6080825011940678,No
1767-CJKBA,1,0,No,No,1.369379058123207,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,-1.3181936310507012,-0.2579199410232794,No
6445-TNRXS,1,0,Yes,Yes,1.4508197855632678,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,0,1.6597465932469917,2.458129678038271,No
4581-LNWUM,0,0,No,No,-0.7888002190384014,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,0,No,2,-0.518869273970796,-0.7207231587052642,No
4869-EPIUS,1,0,Yes,No,0.9621754209229036,Yes,No,Fiber optic,No,No,No,No,No,Yes,1,Yes,2,0.5363718211346925,1.004623836451623,No
9948-YPTDG,1,0,Yes,No,0.22920887396235737,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,0,Yes,2,0.4881797081298748,0.32278044281531526,Yes
1236-WFCDV,1,1,No,No,-0.748079855318371,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0,No,1,0.8537750481664219,-0.44846259937636984,Yes
1915-OAKWD,0,0,No,Yes,-0.6666391278783103,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,0,-1.5109620830699715,-0.8483328792728286,No
7296-PIXQY,0,0,Yes,Yes,-0.748079855318371,Yes,No,Fiber optic,No,No,No,No,No,No,0,No,2,0.18074726309914202,-0.5454115515875344,No
4883-QICIH,1,0,Yes,Yes,-0.015113308357824713,Yes,No,Fiber optic,No,No,No,No,No,No,0,Yes,0,0.1657910900976468,0.029130189795023124,Yes
3354-OADJP,0,0,No,No,-0.9924020376385531,Yes,No,DSL,Yes,No,No,Yes,No,No,1,No,0,-0.3493659799538514,-0.8097475494765819,No
3524-WQDSG,0,0,Yes,Yes,0.43281069256250915,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,Yes,0,1.1479131171958254,0.8511875507458384,No
0810-DHDBD,0,0,No,No,0.7992939660427822,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,1,No,1,0.3070438351117673,0.7044838311658295,No
4026-SKKHW,1,0,No,No,-1.1960038562387048,Yes,No,DSL,No,No,No,Yes,No,No,0,Yes,3,-0.4823097399671412,-0.940182740418242,No
2829-HYVZP,1,0,No,No,-0.13727439951791576,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,-1.4943441130683104,-0.7548053950927957,No
8329-IBCTI,0,0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,3,-1.4993295040688086,-0.9987450287188385,Yes
1271-SJBGZ,1,1,No,No,-0.8295205827584317,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,0,Yes,2,-0.7016669439890695,-0.7747823535971454,Yes
3845-JHAMY,0,0,Yes,Yes,-0.6666391278783103,No,No phone service,DSL,No,No,No,No,No,Yes,0,Yes,1,-0.9725398550161476,-0.763414250138869,No
7013-PSXHK,0,0,No,No,0.3106496014024181,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,1,Yes,3,0.531386430134194,0.4091338811236203,No
5669-SRAIP,0,0,No,No,-1.1145631287986442,No,No phone service,DSL,No,No,Yes,No,No,Yes,0,No,2,-0.8395960950028577,-0.9143782492673196,Yes
5981-ITEMU,1,0,Yes,No,0.3106496014024181,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,Yes,0,1.074794049188516,0.629123238531741,Yes
3486-NPGST,0,0,No,No,0.14776814652229667,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,-1.502653098069141,-0.7333715534268028,No
6941-PMGEP,0,0,No,No,-1.1145631287986442,Yes,No,Fiber optic,No,No,No,No,No,Yes,0,Yes,2,0.5064594751317021,-0.8253097105214068,Yes
1624-WOIWJ,0,0,No,No,-0.9109613101984924,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,0,Yes,3,0.6626683931473177,-0.6400868831070438,Yes
2074-GKOWZ,1,0,Yes,Yes,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0,Yes,0,0.8238627021634315,-0.925503538865322,Yes
0376-YMCJC,1,0,No,No,-0.38159658183809786,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,0,Yes,2,0.85876043916692,-0.14953666339194557,Yes
6100-FJZDG,1,0,Yes,Yes,-0.2594354906780068,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,0,-1.4860351280674797,-0.7840755022494451,No
4829-ZLJTK,0,1,Yes,No,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,2,Yes,2,1.58330393123935,2.5451011879909093,No
1730-VFMWO,0,0,Yes,No,0.06632741908223598,Yes,No,DSL,No,No,No,Yes,No,No,0,No,0,-0.48397153696730727,-0.2060019228992678,No
7143-BQIBA,1,0,No,No,-0.9109613101984924,Yes,No,DSL,Yes,No,No,Yes,Yes,No,0,No,0,-0.08347845992727167,-0.7368150954452322,No
3800-LYTRK,0,0,No,No,-0.748079855318371,Yes,No,DSL,Yes,No,No,Yes,No,No,1,No,3,-0.3011738669490337,-0.6563774857326903,No
0634-SZPQA,0,0,No,No,-0.38159658183809786,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,0,Yes,0,0.8404806721650927,-0.049497352959113526,Yes
9646-NMHXE,1,0,Yes,No,0.5956921474426305,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,-1.4993295040688086,-0.5778161649404465,No
7030-NJVDP,1,0,Yes,No,-0.3408762181180675,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,0,Yes,2,0.8138919201624348,-0.031661571222633494,No
5536-RTPWK,1,0,Yes,No,0.6771328748826912,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0,Yes,0,1.1396041321949948,1.135412211190045,Yes
8883-GRDWQ,1,1,No,No,-0.5037576729981889,Yes,No,DSL,Yes,No,No,Yes,No,No,1,No,3,-0.357674964954682,-0.541261641975581,No
6166-ILMNY,0,0,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,No,No,0,No,0,0.1657910900976468,-0.9436042084493738,Yes
3097-NNSPB,0,0,No,No,-1.2367242199587352,Yes,No,DSL,No,Yes,No,No,No,No,0,Yes,1,-0.5221928679711283,-0.9672013008705339,Yes
7771-ZONAT,1,0,No,No,-0.4223169455581282,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,2,No,0,-0.2662761299455452,-0.4313552592207113,No
0655-RBDUG,1,0,No,No,-1.0331224013585834,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,Yes,0,1.1063681921916724,-0.6926450468626865,Yes
2111-DWYHN,1,0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,3,-1.451137391063991,-0.9981048830872075,No
4194-WHFCB,0,0,Yes,Yes,1.0843365120829946,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,0,Yes,0,1.0598378761870213,1.456390060484796,No
4121-AGSIN,0,0,Yes,Yes,1.0436161483629645,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,-1.3381351950526947,-0.3461275942645849,No
4361-BKAXE,0,0,No,No,0.35136996512244845,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,0,1.653099405246327,0.9913573700857509,Yes
9845-PEEKO,0,1,No,No,1.0843365120829946,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2,Yes,1,0.47987072312904416,1.019126446106162,No
0455-XFASS,0,0,Yes,Yes,-1.1960038562387048,Yes,No,Fiber optic,No,No,No,No,No,No,0,Yes,2,0.15914390209698223,-0.9190358605871184,No
0301-KOBTQ,1,0,No,No,-0.015113308357824713,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,0,-1.4860351280674797,-0.7361528758263034,No
1751-NCDLI,1,1,Yes,No,0.5549717837226001,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,Yes,2,1.1329569441943304,1.007890786571671,No
4367-NUYAO,1,0,Yes,Yes,-1.318164947398796,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,-1.2965902700485417,-0.3904631977518628,No
9878-TNQGW,1,0,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,No,No,No,No,Yes,0,Yes,2,0.5380336181348585,-0.9318608472070378,Yes
9170-ARBTB,0,0,Yes,Yes,0.7992939660427822,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,-1.5009913010689746,-0.560466010924514,No
4441-NIHPT,0,1,No,No,-0.7888002190384014,Yes,No,Fiber optic,No,No,Yes,No,No,No,0,Yes,2,0.3170146171127639,-0.5922746266203902,Yes
8999-BOHSE,0,1,No,No,-0.8702409464784621,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0,No,0,0.82884809316393,-0.5448817758923914,Yes
7241-AJHFS,1,0,No,No,-0.015113308357824713,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,0,No,0,0.7607144161571191,0.21388946347613602,No
7029-RPUAV,1,1,Yes,No,-0.62591876415828,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,Yes,1,1.1861344481996465,-0.2911412919062035,Yes
4546-FOKWR,0,0,No,No,-0.6666391278783103,Yes,Yes,Fiber optic,No,No,No,No,No,No,0,Yes,1,0.3319707901142591,-0.5088349546353715,No
9036-CSKBW,0,0,No,No,0.758573602322752,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1,No,0,1.4187860282229037,1.5005821830546389,No
5832-TRLPB,1,0,No,No,-0.13727439951791576,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,1,Yes,0,0.35191235411625243,-0.0167837037840348,No
8590-YFFQO,1,0,Yes,No,1.5322605130033284,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,2,No,1,0.006258578081699082,0.9895031551527506,No
8659-IOOPU,0,0,Yes,Yes,1.5729808767233588,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,2,No,2,1.1861344481996465,2.1534424313691662,No
1338-CECEE,1,0,Yes,Yes,0.35136996512244845,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,1,No,0,0.12424616509349373,0.2463602987909408,No
7439-DKZTW,1,0,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,Yes,No,0,Yes,2,0.5247392421335293,-0.9718589121903324,No
4646-QZXTF,0,0,Yes,No,-1.0331224013585834,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,0,No,0,0.5480044001358552,-0.7513177050997711,No
4607-CHPCA,1,0,Yes,Yes,-0.30015585439803716,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1,Yes,2,0.8521132511662559,-0.04561233119473183,Yes
9742-XOKTS,1,0,Yes,Yes,1.4100994218432374,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,1,No,2,0.8238627021634315,1.6584774141945435,No
6921-OZMFH,1,0,Yes,Yes,-1.1145631287986442,Yes,Yes,DSL,No,No,No,Yes,No,No,0,Yes,3,-0.3011738669490337,-0.8929002596267314,No
9578-FOMUK,1,0,No,Yes,-0.7073594915983407,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,2,-1.328164413051698,-0.8643144460763084,No
4712-UYOOI,0,0,Yes,Yes,-0.5037576729981889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,2,-1.4876969250676457,-0.8230360898297514,No
8824-RWFXJ,1,0,Yes,Yes,-1.1960038562387048,Yes,No,DSL,No,Yes,Yes,No,No,No,0,Yes,3,-0.28621769394753876,-0.9331852864448952,Yes
7722-CVFXN,1,0,Yes,Yes,0.880734693482843,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,1,Yes,2,1.3440051632154282,1.4815764799913849,No
8717-VCTXJ,1,0,No,No,0.3920903288424788,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,-1.502653098069141,-0.636842006974293,No
7363-QTBIW,0,0,Yes,No,-0.9516816739185228,Yes,No,Fiber optic,No,No,No,No,No,Yes,0,Yes,2,0.4981504901308714,-0.6678780331147525,No
4159-NAAIX,0,0,No,No,1.247217966963116,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,2,No,0,1.086426628189679,1.7531527457140528,No
0971-QIFJK,0,0,Yes,No,1.4915401492832983,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,0,-1.3464441800535252,-0.28259865882202306,No
9397-TZSHA,0,0,No,No,1.4915401492832983,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,1,-1.3348116010523623,-0.2665950180312457,No
3391-JSQEW,1,0,Yes,No,0.3106496014024181,Yes,No,DSL,No,Yes,No,No,No,No,0,Yes,3,-0.4856333339674735,-0.09863404868362463,No
0343-QLUZP,1,0,No,No,1.125056875803025,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,2,No,0,-0.8362725010025254,0.06294753833498305,No
9763-PDTKK,0,0,No,No,-1.1552834925186746,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,0,Yes,0,0.9850570111795457,-0.8364791480940045,Yes
2176-LVPNX,0,1,No,No,1.5729808767233588,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,No,3,0.8338334841644282,1.7710106014378306,No
7627-JKIAZ,0,0,Yes,No,0.18848851024232702,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,0,Yes,1,0.47156173812821356,0.24622785486715518,Yes
3312-UUMZW,1,0,Yes,No,-0.015113308357824713,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0,Yes,1,1.1329569441943304,0.3814310270651022,No
1271-UODNO,1,0,No,No,0.26992923768238775,Yes,Yes,DSL,No,No,No,Yes,No,No,2,Yes,1,-0.3626603559551803,-0.035855628809182055,No
8461-EFQYM,0,0,No,No,0.22920887396235737,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,-1.3464441800535252,-0.603731026027857,No
6900-RBKER,1,0,No,No,0.7992939660427822,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,2,Yes,1,0.8205391081630994,1.0135638013071606,No
6891-JPYFF,0,0,Yes,Yes,0.6364125111626608,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,0,Yes,1,1.3456669602155942,1.1988749246707142,No
1459-QNFQT,1,0,Yes,Yes,1.5322605130033284,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,2,No,0,-0.17487729493640844,0.8224251452970345,No
1047-NNCBF,1,0,No,No,-0.5037576729981889,Yes,No,Fiber optic,No,No,No,No,No,No,0,No,1,0.19237984210030468,-0.34804803115947824,No
3696-XRIEN,0,0,No,No,0.7178532386027215,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,1,Yes,1,0.5895493251400082,0.8375679005832046,No
4081-DYXAV,0,0,No,No,-0.5444780367182193,No,No phone service,DSL,No,No,No,No,Yes,Yes,1,Yes,1,-0.6617838159850825,-0.6129358787309662,Yes
0074-HDKDG,1,0,Yes,Yes,-0.30015585439803716,Yes,No,DSL,Yes,Yes,Yes,No,No,No,1,Yes,0,-0.10508182092943122,-0.2961962349973595,No
8791-GFXLZ,1,0,No,No,-0.8295205827584317,Yes,No,DSL,No,Yes,No,No,No,No,0,Yes,0,-0.5221928679711283,-0.7456005423896865,No
8111-SLLHI,1,1,Yes,No,0.26992923768238775,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,Yes,2,1.3589613362169235,0.8842323097303817,Yes
0927-LCSMG,1,0,No,No,-1.0331224013585834,Yes,No,Fiber optic,No,No,Yes,No,No,No,0,No,3,0.32864719611392706,-0.7670123100683818,Yes
9330-DHBFL,0,0,Yes,Yes,-0.38159658183809786,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,1,Yes,3,0.04946530008601819,-0.3302784713848909,No
0098-BOWSO,1,0,No,No,-0.21871512695797646,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,2,-1.5076384890696393,-0.7735241363211809,No
3452-ABWRL,1,1,No,No,0.5956921474426305,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0,Yes,1,0.7075369121518029,0.699164000227102,No
5859-HZYLF,1,0,Yes,Yes,-0.2594354906780068,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,1,-1.51594747407047,-0.7797269267518132,No
8257-RZAHR,0,0,Yes,No,-0.748079855318371,Yes,Yes,DSL,Yes,No,No,No,Yes,No,0,Yes,0,-0.0020504069191315333,-0.5919876647855211,Yes
5293-WXJAK,0,1,Yes,No,-0.8702409464784621,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0,Yes,0,1.3057838322116073,-0.5069365917277757,Yes
3156-QLHBO,1,0,No,Yes,-1.2367242199587352,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,3,-1.5126238800701375,-0.9860745600100024,No
2208-NQBCT,0,0,Yes,Yes,-0.2594354906780068,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,0,No,2,0.5712695581381809,-0.09353495761787341,No
1779-PWPMG,0,1,Yes,No,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,0,1.6580847962468257,2.671850023053867,No
6621-NRZAK,0,0,Yes,Yes,1.247217966963116,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,1,-1.4876969250676457,-0.4735607229337683,No
